level,message_pattern,first_seen,last_seen,count
WARN,Slow response detected endpoint=/api/cart latency=1545ms,2026-06-01 11:50:06.604000+00:00,2026-06-01 22:40:21.535000+00:00,2
WARN,GC overhead limit warning: pause=233ms heap=<num>%,2026-06-01 11:51:23.600000+00:00,2026-06-01 21:45:57.491000+00:00,5
WARN,GC overhead limit warning: pause=590ms heap=<num>%,2026-06-01 11:55:09.129000+00:00,2026-06-01 11:55:09.129000+00:00,1
WARN,Slow response detected endpoint=/api/cart latency=1626ms,2026-06-01 11:55:09.141000+00:00,2026-06-01 11:55:09.141000+00:00,1
WARN,GC overhead limit warning: pause=542ms heap=<num>%,2026-06-01 11:57:31.304000+00:00,2026-06-01 19:53:08.331000+00:00,2
WARN,GC overhead limit warning: pause=585ms heap=<num>%,2026-06-01 11:57:33.046000+00:00,2026-06-01 22:11:30.400000+00:00,5
WARN,Slow response detected endpoint=/api/cart latency=2514ms,2026-06-01 11:58:27.677000+00:00,2026-06-01 11:58:27.677000+00:00,1
WARN,GC overhead limit warning: pause=268ms heap=<num>%,2026-06-01 11:59:57.599000+00:00,2026-06-01 14:16:54.319000+00:00,2
WARN,Slow response detected endpoint=/api/cart latency=1718ms,2026-06-01 12:00:12.198000+00:00,2026-06-01 12:00:12.198000+00:00,1
WARN,GC overhead limit warning: pause=751ms heap=<num>%,2026-06-01 12:01:24.705000+00:00,2026-06-01 23:26:30.483000+00:00,3
WARN,Slow response detected endpoint=/api/cart latency=532ms,2026-06-01 12:02:02.961000+00:00,2026-06-01 12:02:02.961000+00:00,1
WARN,Slow response detected endpoint=/api/cart latency=660ms,2026-06-01 12:02:34.557000+00:00,2026-06-01 12:02:34.557000+00:00,1
WARN,Slow response detected endpoint=/api/cart latency=2490ms,2026-06-01 12:03:10.566000+00:00,2026-06-01 12:03:10.566000+00:00,1
WARN,GC overhead limit warning: pause=637ms heap=<num>%,2026-06-01 12:03:49.373000+00:00,2026-06-01 18:01:47.109000+00:00,2
WARN,GC overhead limit warning: pause=622ms heap=<num>%,2026-06-01 12:04:46.944000+00:00,2026-06-01 21:32:46.265000+00:00,6
WARN,GC overhead limit warning: pause=368ms heap=<num>%,2026-06-01 12:05:42.213000+00:00,2026-06-01 23:13:28.957000+00:00,4
WARN,Slow response detected endpoint=/api/cart latency=2198ms,2026-06-01 12:06:05.820000+00:00,2026-06-01 12:06:05.820000+00:00,1
WARN,GC overhead limit warning: pause=520ms heap=<num>%,2026-06-01 12:07:36.678000+00:00,2026-06-01 19:15:07.857000+00:00,4
WARN,Slow response detected endpoint=/api/cart latency=642ms,2026-06-01 12:07:39.377000+00:00,2026-06-01 19:15:18.960000+00:00,2
WARN,Slow response detected endpoint=/api/cart latency=1443ms,2026-06-01 12:08:45.855000+00:00,2026-06-01 12:08:45.855000+00:00,1
WARN,GC overhead limit warning: pause=336ms heap=<num>%,2026-06-01 12:09:03.139000+00:00,2026-06-01 22:13:56.854000+00:00,7
WARN,Slow response detected endpoint=/api/cart latency=2817ms,2026-06-01 12:10:30.576000+00:00,2026-06-01 12:10:30.576000+00:00,1
WARN,GC overhead limit warning: pause=750ms heap=<num>%,2026-06-01 12:11:41.860000+00:00,2026-06-01 18:43:16.999000+00:00,6
WARN,GC overhead limit warning: pause=646ms heap=<num>%,2026-06-01 12:12:07.717000+00:00,2026-06-01 20:25:58.807000+00:00,7
WARN,Slow response detected endpoint=/api/cart latency=2199ms,2026-06-01 12:13:03.373000+00:00,2026-06-01 14:49:33.520000+00:00,2
WARN,GC overhead limit warning: pause=258ms heap=<num>%,2026-06-01 12:13:33.119000+00:00,2026-06-01 18:56:32.665000+00:00,5
WARN,Slow response detected endpoint=/api/cart latency=1437ms,2026-06-01 12:14:00.987000+00:00,2026-06-01 12:14:00.987000+00:00,1
WARN,Slow response detected endpoint=/api/cart latency=2164ms,2026-06-01 12:14:37.804000+00:00,2026-06-01 12:14:37.804000+00:00,1
WARN,GC overhead limit warning: pause=475ms heap=<num>%,2026-06-01 12:18:33.126000+00:00,2026-06-01 19:11:42.754000+00:00,3
WARN,Slow response detected endpoint=/api/cart latency=1323ms,2026-06-01 12:20:51.568000+00:00,2026-06-01 20:43:14.666000+00:00,2
WARN,GC overhead limit warning: pause=698ms heap=<num>%,2026-06-01 12:20:52.779000+00:00,2026-06-01 22:20:49.904000+00:00,4
WARN,GC overhead limit warning: pause=775ms heap=<num>%,2026-06-01 12:21:24.958000+00:00,2026-06-01 21:15:49.878000+00:00,3
WARN,Slow response detected endpoint=/api/cart latency=882ms,2026-06-01 12:21:26.169000+00:00,2026-06-01 12:21:26.169000+00:00,1
WARN,GC overhead limit warning: pause=327ms heap=<num>%,2026-06-01 12:22:07.367000+00:00,2026-06-01 19:00:08.479000+00:00,2
WARN,GC overhead limit warning: pause=311ms heap=<num>%,2026-06-01 12:23:48.641000+00:00,2026-06-01 22:03:57.144000+00:00,2
WARN,Slow response detected endpoint=/api/cart latency=605ms,2026-06-01 12:24:23.247000+00:00,2026-06-01 12:24:23.247000+00:00,1
WARN,GC overhead limit warning: pause=586ms heap=<num>%,2026-06-01 12:24:24.125000+00:00,2026-06-01 23:36:58.067000+00:00,6
WARN,Health check response time elevated endpoint=/health latency=164ms,2026-06-01 12:27:25.113000+00:00,2026-06-01 21:19:42.707000+00:00,6
WARN,Slow response detected endpoint=/api/cart latency=1446ms,2026-06-01 12:28:02.340000+00:00,2026-06-01 12:28:02.340000+00:00,1
WARN,GC overhead limit warning: pause=381ms heap=<num>%,2026-06-01 12:30:18.296000+00:00,2026-06-01 23:45:41.378000+00:00,8
WARN,Slow response detected endpoint=/api/cart latency=2412ms,2026-06-01 12:30:27.443000+00:00,2026-06-01 22:35:04.407000+00:00,2
WARN,GC overhead limit warning: pause=344ms heap=<num>%,2026-06-01 12:30:39.544000+00:00,2026-06-01 21:02:27.149000+00:00,2
WARN,Slow response detected endpoint=/api/cart latency=938ms,2026-06-01 12:31:05.044000+00:00,2026-06-01 15:23:34.056000+00:00,2
WARN,Slow response detected endpoint=/api/cart latency=1569ms,2026-06-01 12:31:47.206000+00:00,2026-06-01 12:31:47.206000+00:00,1
WARN,Slow response detected endpoint=/api/cart latency=1964ms,2026-06-01 12:35:19.083000+00:00,2026-06-01 12:35:19.083000+00:00,1
WARN,Slow response detected endpoint=/api/cart latency=872ms,2026-06-01 12:37:22.737000+00:00,2026-06-01 12:37:22.737000+00:00,1
WARN,GC overhead limit warning: pause=732ms heap=<num>%,2026-06-01 12:38:34.853000+00:00,2026-06-01 12:38:34.853000+00:00,1
WARN,GC overhead limit warning: pause=277ms heap=<num>%,2026-06-01 12:39:11.457000+00:00,2026-06-01 19:15:35.632000+00:00,4
WARN,Slow response detected endpoint=/api/cart latency=1367ms,2026-06-01 12:40:25.470000+00:00,2026-06-01 19:31:42.330000+00:00,2
WARN,GC overhead limit warning: pause=665ms heap=<num>%,2026-06-01 12:40:34.916000+00:00,2026-06-01 21:38:02.237000+00:00,6
WARN,Slow response detected endpoint=/api/cart latency=2945ms,2026-06-01 12:41:27.938000+00:00,2026-06-01 15:54:39.311000+00:00,2
WARN,GC overhead limit warning: pause=668ms heap=<num>%,2026-06-01 12:42:26.719000+00:00,2026-06-01 21:01:51.178000+00:00,7
WARN,GC overhead limit warning: pause=648ms heap=<num>%,2026-06-01 12:43:34.930000+00:00,2026-06-01 23:24:38.651000+00:00,5
WARN,Slow response detected endpoint=/api/cart latency=1005ms,2026-06-01 12:43:42.194000+00:00,2026-06-01 12:43:42.194000+00:00,1
WARN,Slow response detected endpoint=/api/cart latency=756ms,2026-06-01 12:43:46.573000+00:00,2026-06-01 12:43:46.573000+00:00,1
WARN,GC overhead limit warning: pause=243ms heap=<num>%,2026-06-01 12:44:26.922000+00:00,2026-06-01 22:47:06.013000+00:00,6
WARN,GC overhead limit warning: pause=486ms heap=<num>%,2026-06-01 12:44:41.706000+00:00,2026-06-01 21:06:32.910000+00:00,4
WARN,GC overhead limit warning: pause=745ms heap=<num>%,2026-06-01 12:48:23.884000+00:00,2026-06-01 22:18:26.986000+00:00,5
WARN,Slow response detected endpoint=/api/cart latency=984ms,2026-06-01 12:50:28.304000+00:00,2026-06-01 14:36:14.557000+00:00,2
WARN,Slow response detected endpoint=/api/cart latency=1820ms,2026-06-01 12:51:55.753000+00:00,2026-06-01 23:20:30.255000+00:00,2
WARN,GC overhead limit warning: pause=800ms heap=<num>%,2026-06-01 12:53:23.786000+00:00,2026-06-01 23:01:20.863000+00:00,6
WARN,GC overhead limit warning: pause=676ms heap=<num>%,2026-06-01 12:53:41.117000+00:00,2026-06-01 22:29:35.402000+00:00,4
WARN,GC overhead limit warning: pause=465ms heap=<num>%,2026-06-01 12:54:46.584000+00:00,2026-06-01 22:34:03.753000+00:00,6
WARN,GC overhead limit warning: pause=409ms heap=<num>%,2026-06-01 12:55:36.246000+00:00,2026-06-01 23:01:32.537000+00:00,4
WARN,GC overhead limit warning: pause=711ms heap=<num>%,2026-06-01 12:58:21.727000+00:00,2026-06-01 22:09:32.109000+00:00,5
WARN,Slow response detected endpoint=/api/cart latency=1637ms,2026-06-01 12:59:38.974000+00:00,2026-06-01 16:34:38.504000+00:00,2
WARN,GC overhead limit warning: pause=678ms heap=<num>%,2026-06-01 13:01:42.497000+00:00,2026-06-01 22:17:40.327000+00:00,4
WARN,GC overhead limit warning: pause=730ms heap=<num>%,2026-06-01 13:02:25.153000+00:00,2026-06-01 17:21:21.821000+00:00,3
WARN,GC overhead limit warning: pause=595ms heap=<num>%,2026-06-01 13:06:26.406000+00:00,2026-06-01 21:52:46.565000+00:00,3
WARN,Slow response detected endpoint=/api/cart latency=2339ms,2026-06-01 13:06:36.951000+00:00,2026-06-01 14:43:20.113000+00:00,2
WARN,GC overhead limit warning: pause=333ms heap=<num>%,2026-06-01 13:08:05.072000+00:00,2026-06-01 18:06:28.414000+00:00,2
WARN,Slow response detected endpoint=/api/cart latency=2976ms,2026-06-01 13:10:01.055000+00:00,2026-06-01 13:10:01.055000+00:00,1
WARN,GC overhead limit warning: pause=640ms heap=<num>%,2026-06-01 13:10:09.522000+00:00,2026-06-01 23:40:26.913000+00:00,5
WARN,GC overhead limit warning: pause=606ms heap=<num>%,2026-06-01 13:10:17.503000+00:00,2026-06-01 21:09:06.586000+00:00,3
WARN,Slow response detected endpoint=/api/cart latency=2148ms,2026-06-01 13:11:33.844000+00:00,2026-06-01 13:11:33.844000+00:00,1
WARN,GC overhead limit warning: pause=626ms heap=<num>%,2026-06-01 13:11:56.551000+00:00,2026-06-01 18:08:23.072000+00:00,4
WARN,GC overhead limit warning: pause=287ms heap=<num>%,2026-06-01 13:13:51.511000+00:00,2026-06-01 23:00:18.214000+00:00,6
WARN,GC overhead limit warning: pause=564ms heap=<num>%,2026-06-01 13:13:56.538000+00:00,2026-06-01 19:10:42.056000+00:00,5
WARN,GC overhead limit warning: pause=744ms heap=<num>%,2026-06-01 13:14:39.690000+00:00,2026-06-01 14:52:25.681000+00:00,2
WARN,Health check response time elevated endpoint=/health latency=146ms,2026-06-01 13:15:06.122000+00:00,2026-06-01 22:48:21.241000+00:00,6
WARN,GC overhead limit warning: pause=309ms heap=<num>%,2026-06-01 13:15:25.493000+00:00,2026-06-01 22:08:28.284000+00:00,7
WARN,GC overhead limit warning: pause=315ms heap=<num>%,2026-06-01 13:16:18.241000+00:00,2026-06-01 21:09:56.178000+00:00,3
WARN,Slow response detected endpoint=/api/cart latency=1676ms,2026-06-01 13:17:35.461000+00:00,2026-06-01 22:30:10.153000+00:00,2
WARN,Slow response detected endpoint=/api/cart latency=888ms,2026-06-01 13:19:46.484000+00:00,2026-06-01 13:19:46.484000+00:00,1
WARN,Slow response detected endpoint=/api/cart latency=1377ms,2026-06-01 13:22:04.139000+00:00,2026-06-01 13:22:04.139000+00:00,1
WARN,GC overhead limit warning: pause=428ms heap=<num>%,2026-06-01 13:22:18.419000+00:00,2026-06-01 17:35:15.909000+00:00,2
WARN,GC overhead limit warning: pause=367ms heap=<num>%,2026-06-01 13:23:22.006000+00:00,2026-06-01 21:06:54.378000+00:00,4
WARN,GC overhead limit warning: pause=686ms heap=<num>%,2026-06-01 13:23:47.767000+00:00,2026-06-01 22:24:37.041000+00:00,3
WARN,GC overhead limit warning: pause=672ms heap=<num>%,2026-06-01 13:23:54.294000+00:00,2026-06-01 13:23:54.294000+00:00,1
WARN,GC overhead limit warning: pause=273ms heap=<num>%,2026-06-01 13:24:36.926000+00:00,2026-06-01 13:24:36.926000+00:00,1
WARN,Slow response detected endpoint=/api/cart latency=1137ms,2026-06-01 13:26:10.499000+00:00,2026-06-01 13:26:10.499000+00:00,1
WARN,GC overhead limit warning: pause=224ms heap=<num>%,2026-06-01 13:26:21.770000+00:00,2026-06-01 13:26:21.770000+00:00,1
WARN,GC overhead limit warning: pause=757ms heap=<num>%,2026-06-01 13:26:26.594000+00:00,2026-06-01 21:29:21.953000+00:00,4
WARN,Slow response detected endpoint=/api/cart latency=1830ms,2026-06-01 13:27:23.239000+00:00,2026-06-01 18:59:25.459000+00:00,3
WARN,Slow response detected endpoint=/api/cart latency=2499ms,2026-06-01 13:27:41.571000+00:00,2026-06-01 13:27:41.571000+00:00,1
WARN,Slow response detected endpoint=/api/cart latency=1762ms,2026-06-01 13:28:40.774000+00:00,2026-06-01 16:31:45.819000+00:00,2
WARN,GC overhead limit warning: pause=771ms heap=<num>%,2026-06-01 13:30:26.212000+00:00,2026-06-01 20:48:35.129000+00:00,5
WARN,GC overhead limit warning: pause=657ms heap=<num>%,2026-06-01 13:35:52.523000+00:00,2026-06-01 15:57:02.669000+00:00,2
WARN,GC overhead limit warning: pause=558ms heap=<num>%,2026-06-01 13:37:21.162000+00:00,2026-06-01 13:37:21.162000+00:00,1
WARN,GC overhead limit warning: pause=673ms heap=<num>%,2026-06-01 13:38:21.599000+00:00,2026-06-01 22:28:07.758000+00:00,3
WARN,Slow response detected endpoint=/api/cart latency=2926ms,2026-06-01 13:41:03.493000+00:00,2026-06-01 13:41:03.493000+00:00,1
WARN,Slow response detected endpoint=/api/cart latency=1132ms,2026-06-01 13:41:48.769000+00:00,2026-06-01 13:41:48.769000+00:00,1
WARN,Slow response detected endpoint=/api/cart latency=2283ms,2026-06-01 13:42:06.893000+00:00,2026-06-01 13:42:06.893000+00:00,1
WARN,GC overhead limit warning: pause=388ms heap=<num>%,2026-06-01 13:44:38.669000+00:00,2026-06-01 20:22:11.673000+00:00,4
WARN,GC overhead limit warning: pause=211ms heap=<num>%,2026-06-01 13:46:10.184000+00:00,2026-06-01 23:03:09.918000+00:00,3
WARN,Slow response detected endpoint=/api/cart latency=699ms,2026-06-01 13:47:15.183000+00:00,2026-06-01 21:39:20.589000+00:00,3
WARN,GC overhead limit warning: pause=729ms heap=<num>%,2026-06-01 13:49:33.241000+00:00,2026-06-01 17:49:26.505000+00:00,2
WARN,Health check response time elevated endpoint=/health latency=143ms,2026-06-01 13:49:52.554000+00:00,2026-06-01 23:42:17.465000+00:00,6
WARN,Slow response detected endpoint=/api/cart latency=1313ms,2026-06-01 13:49:54.753000+00:00,2026-06-01 15:25:34.543000+00:00,2
WARN,GC overhead limit warning: pause=786ms heap=<num>%,2026-06-01 13:50:07.360000+00:00,2026-06-01 23:48:39.819000+00:00,7
WARN,Slow response detected endpoint=/api/cart latency=2934ms,2026-06-01 13:51:18.040000+00:00,2026-06-01 15:54:40.239000+00:00,2
WARN,GC overhead limit warning: pause=677ms heap=<num>%,2026-06-01 13:51:19.228000+00:00,2026-06-01 22:39:43.189000+00:00,4
WARN,GC overhead limit warning: pause=620ms heap=<num>%,2026-06-01 13:51:37.842000+00:00,2026-06-01 20:34:58.416000+00:00,4
WARN,GC overhead limit warning: pause=365ms heap=<num>%,2026-06-01 13:53:04.567000+00:00,2026-06-01 23:14:08.101000+00:00,6
WARN,Slow response detected endpoint=/api/cart latency=2604ms,2026-06-01 13:55:35.167000+00:00,2026-06-01 23:20:54.482000+00:00,2
WARN,GC overhead limit warning: pause=712ms heap=<num>%,2026-06-01 13:58:23.350000+00:00,2026-06-01 18:55:18.462000+00:00,3
WARN,GC overhead limit warning: pause=290ms heap=<num>%,2026-06-01 13:59:05.929000+00:00,2026-06-01 22:03:38.751000+00:00,5
WARN,GC overhead limit warning: pause=592ms heap=<num>%,2026-06-01 13:59:35.049000+00:00,2026-06-01 23:42:42.745000+00:00,7
WARN,GC overhead limit warning: pause=239ms heap=<num>%,2026-06-01 13:59:56.143000+00:00,2026-06-01 13:59:56.143000+00:00,1
WARN,Slow response detected endpoint=/api/cart latency=1656ms,2026-06-01 14:00:33.083000+00:00,2026-06-01 19:05:55.375000+00:00,2
WARN,GC overhead limit warning: pause=329ms heap=<num>%,2026-06-01 14:01:09.805000+00:00,2026-06-01 22:43:16.584000+00:00,11
WARN,GC overhead limit warning: pause=337ms heap=<num>%,2026-06-01 14:01:14.122000+00:00,2026-06-01 22:52:27.618000+00:00,6
WARN,Slow response detected endpoint=/api/cart latency=1066ms,2026-06-01 14:01:15.899000+00:00,2026-06-01 20:19:36.937000+00:00,2
WARN,Slow response detected endpoint=/api/cart latency=896ms,2026-06-01 14:01:56.413000+00:00,2026-06-01 18:33:30.071000+00:00,3
WARN,GC overhead limit warning: pause=417ms heap=<num>%,2026-06-01 14:01:57.367000+00:00,2026-06-01 16:22:57.526000+00:00,2
WARN,GC overhead limit warning: pause=785ms heap=<num>%,2026-06-01 14:02:16.814000+00:00,2026-06-01 22:57:02.740000+00:00,4
WARN,Slow response detected endpoint=/api/cart latency=1668ms,2026-06-01 14:02:36.167000+00:00,2026-06-01 14:02:36.167000+00:00,1
WARN,Slow response detected endpoint=/api/cart latency=2470ms,2026-06-01 14:02:45.374000+00:00,2026-06-01 14:02:45.374000+00:00,1
WARN,GC overhead limit warning: pause=280ms heap=<num>%,2026-06-01 14:02:49.063000+00:00,2026-06-01 23:47:38.783000+00:00,4
WARN,Slow response detected endpoint=/api/cart latency=2239ms,2026-06-01 14:02:55.801000+00:00,2026-06-01 21:54:26.143000+00:00,2
WARN,GC overhead limit warning: pause=666ms heap=<num>%,2026-06-01 14:03:13.397000+00:00,2026-06-01 21:27:42.550000+00:00,4
WARN,GC overhead limit warning: pause=693ms heap=<num>%,2026-06-01 14:03:22.877000+00:00,2026-06-01 23:27:39.064000+00:00,4
WARN,GC overhead limit warning: pause=628ms heap=<num>%,2026-06-01 14:03:30.795000+00:00,2026-06-01 22:47:07.749000+00:00,7
WARN,Slow response detected endpoint=/api/cart latency=2398ms,2026-06-01 14:03:34.100000+00:00,2026-06-01 14:03:34.100000+00:00,1
WARN,Slow response detected endpoint=/api/cart latency=2845ms,2026-06-01 14:03:36.773000+00:00,2026-06-01 14:03:36.773000+00:00,1
WARN,Slow response detected endpoint=/api/cart latency=1559ms,2026-06-01 14:03:42.815000+00:00,2026-06-01 14:03:42.815000+00:00,1
WARN,GC overhead limit warning: pause=524ms heap=<num>%,2026-06-01 14:03:56.613000+00:00,2026-06-01 23:58:18.137000+00:00,5
WARN,Slow response detected endpoint=/api/cart latency=2550ms,2026-06-01 14:04:10.509000+00:00,2026-06-01 14:04:10.509000+00:00,1
WARN,Slow response detected endpoint=/api/cart latency=2089ms,2026-06-01 14:04:32.998000+00:00,2026-06-01 14:04:32.998000+00:00,1
WARN,GC overhead limit warning: pause=467ms heap=<num>%,2026-06-01 14:04:39.477000+00:00,2026-06-01 18:41:38.516000+00:00,2
WARN,Slow response detected endpoint=/api/cart latency=651ms,2026-06-01 14:04:44.690000+00:00,2026-06-01 14:04:44.690000+00:00,1
WARN,GC overhead limit warning: pause=321ms heap=<num>%,2026-06-01 14:04:46.290000+00:00,2026-06-01 22:29:46.567000+00:00,3
WARN,Slow response detected endpoint=/api/cart latency=2686ms,2026-06-01 14:05:04.338000+00:00,2026-06-01 14:05:04.338000+00:00,1
WARN,Slow response detected endpoint=/api/cart latency=1932ms,2026-06-01 14:05:13.246000+00:00,2026-06-01 14:05:13.246000+00:00,1
WARN,GC overhead limit warning: pause=312ms heap=<num>%,2026-06-01 14:05:44.519000+00:00,2026-06-01 23:48:09.261000+00:00,5
WARN,Slow response detected endpoint=/api/cart latency=2599ms,2026-06-01 14:06:13.903000+00:00,2026-06-01 14:06:13.903000+00:00,1
WARN,GC overhead limit warning: pause=296ms heap=<num>%,2026-06-01 14:06:19.790000+00:00,2026-06-01 18:22:42.397000+00:00,3
WARN,GC overhead limit warning: pause=721ms heap=<num>%,2026-06-01 14:06:25.558000+00:00,2026-06-01 19:48:49.476000+00:00,5
WARN,GC overhead limit warning: pause=522ms heap=<num>%,2026-06-01 14:06:30.003000+00:00,2026-06-01 21:41:02.798000+00:00,5
WARN,Slow response detected endpoint=/api/cart latency=1102ms,2026-06-01 14:07:05.570000+00:00,2026-06-01 21:31:42.508000+00:00,3
WARN,Slow response detected endpoint=/api/cart latency=1038ms,2026-06-01 14:07:09.707000+00:00,2026-06-01 14:07:09.707000+00:00,1
WARN,Slow response detected endpoint=/api/cart latency=2909ms,2026-06-01 14:07:12.558000+00:00,2026-06-01 16:51:15.062000+00:00,2
WARN,GC overhead limit warning: pause=489ms heap=<num>%,2026-06-01 14:07:56.939000+00:00,2026-06-01 23:56:36.055000+00:00,6
WARN,Slow response detected endpoint=/api/cart latency=2435ms,2026-06-01 14:08:21.647000+00:00,2026-06-01 14:08:21.647000+00:00,1
WARN,Slow response detected endpoint=/api/cart latency=1220ms,2026-06-01 14:08:47.674000+00:00,2026-06-01 14:08:47.674000+00:00,1
WARN,Slow response detected endpoint=/api/cart latency=659ms,2026-06-01 14:09:10.127000+00:00,2026-06-01 21:24:56.683000+00:00,2
WARN,Slow response detected endpoint=/api/cart latency=1373ms,2026-06-01 14:09:13.634000+00:00,2026-06-01 14:09:13.634000+00:00,1
WARN,Slow response detected endpoint=/api/cart latency=1837ms,2026-06-01 14:09:20.128000+00:00,2026-06-01 23:04:12.276000+00:00,3
WARN,Slow response detected endpoint=/api/cart latency=1287ms,2026-06-01 14:09:47.833000+00:00,2026-06-01 14:09:47.833000+00:00,1
WARN,Slow response detected endpoint=/api/cart latency=548ms,2026-06-01 14:09:57.756000+00:00,2026-06-01 14:09:57.756000+00:00,1
WARN,GC overhead limit warning: pause=653ms heap=<num>%,2026-06-01 14:10:49.257000+00:00,2026-06-01 17:44:14.913000+00:00,2
WARN,Slow response detected endpoint=/api/cart latency=1325ms,2026-06-01 14:11:00.986000+00:00,2026-06-01 17:38:57.413000+00:00,2
WARN,Slow response detected endpoint=/api/cart latency=716ms,2026-06-01 14:11:15.512000+00:00,2026-06-01 14:11:15.512000+00:00,1
WARN,GC overhead limit warning: pause=546ms heap=<num>%,2026-06-01 14:11:27.667000+00:00,2026-06-01 22:42:13.622000+00:00,4
WARN,Slow response detected endpoint=/api/cart latency=2459ms,2026-06-01 14:11:34.589000+00:00,2026-06-01 14:11:34.589000+00:00,1
WARN,GC overhead limit warning: pause=783ms heap=<num>%,2026-06-01 14:11:49.259000+00:00,2026-06-01 22:59:01.696000+00:00,6
WARN,GC overhead limit warning: pause=298ms heap=<num>%,2026-06-01 14:12:05.615000+00:00,2026-06-01 18:50:03.644000+00:00,4
WARN,Slow response detected endpoint=/api/cart latency=2384ms,2026-06-01 14:12:12.922000+00:00,2026-06-01 14:12:12.922000+00:00,1
WARN,Slow response detected endpoint=/api/cart latency=2373ms,2026-06-01 14:12:38.023000+00:00,2026-06-01 21:35:46.502000+00:00,2
WARN,GC overhead limit warning: pause=773ms heap=<num>%,2026-06-01 14:12:58.503000+00:00,2026-06-01 20:48:44.585000+00:00,3
WARN,Slow response detected endpoint=/api/cart latency=661ms,2026-06-01 14:13:11.148000+00:00,2026-06-01 15:14:48.280000+00:00,2
WARN,Slow response detected endpoint=/api/cart latency=1742ms,2026-06-01 14:13:11.723000+00:00,2026-06-01 16:33:09.603000+00:00,2
WARN,GC overhead limit warning: pause=779ms heap=<num>%,2026-06-01 14:13:23.440000+00:00,2026-06-01 22:26:34.367000+00:00,9
WARN,GC overhead limit warning: pause=301ms heap=<num>%,2026-06-01 14:13:40.818000+00:00,2026-06-01 23:23:22.921000+00:00,4
WARN,Slow response detected endpoint=/api/cart latency=2451ms,2026-06-01 14:13:44.289000+00:00,2026-06-01 17:56:26.304000+00:00,3
WARN,GC overhead limit warning: pause=431ms heap=<num>%,2026-06-01 14:13:51.981000+00:00,2026-06-01 22:45:20.039000+00:00,2
WARN,Slow response detected endpoint=/api/cart latency=2320ms,2026-06-01 14:14:17.357000+00:00,2026-06-01 14:14:17.357000+00:00,1
WARN,GC overhead limit warning: pause=690ms heap=<num>%,2026-06-01 14:14:44.502000+00:00,2026-06-01 21:40:40.437000+00:00,4
WARN,Slow response detected endpoint=/api/cart latency=1782ms,2026-06-01 14:15:34.223000+00:00,2026-06-01 22:02:47.974000+00:00,2
WARN,Slow response detected endpoint=/api/cart latency=780ms,2026-06-01 14:15:57.017000+00:00,2026-06-01 14:15:57.017000+00:00,1
WARN,GC overhead limit warning: pause=500ms heap=<num>%,2026-06-01 14:16:03.742000+00:00,2026-06-01 23:24:41.690000+00:00,4
WARN,Slow response detected endpoint=/api/cart latency=650ms,2026-06-01 14:16:06.474000+00:00,2026-06-01 14:16:06.474000+00:00,1
WARN,Slow response detected endpoint=/api/cart latency=2693ms,2026-06-01 14:16:08.847000+00:00,2026-06-01 14:16:08.847000+00:00,1
WARN,Slow response detected endpoint=/api/cart latency=2727ms,2026-06-01 14:16:23.384000+00:00,2026-06-01 14:16:23.384000+00:00,1
WARN,Slow response detected endpoint=/api/cart latency=1992ms,2026-06-01 14:16:58.286000+00:00,2026-06-01 20:54:03.726000+00:00,2
WARN,Slow response detected endpoint=/api/cart latency=2864ms,2026-06-01 14:17:08.038000+00:00,2026-06-01 22:29:09.639000+00:00,5
WARN,GC overhead limit warning: pause=231ms heap=<num>%,2026-06-01 14:17:45.583000+00:00,2026-06-01 23:17:47.121000+00:00,6
WARN,Slow response detected endpoint=/api/cart latency=1055ms,2026-06-01 14:17:57.684000+00:00,2026-06-01 14:17:57.684000+00:00,1
WARN,Slow response detected endpoint=/api/cart latency=2712ms,2026-06-01 14:17:58.002000+00:00,2026-06-01 22:16:06.232000+00:00,2
WARN,Slow response detected endpoint=/api/cart latency=2301ms,2026-06-01 14:18:14.450000+00:00,2026-06-01 14:18:14.450000+00:00,1
WARN,Slow response detected endpoint=/api/cart latency=1664ms,2026-06-01 14:18:22.052000+00:00,2026-06-01 22:49:31.994000+00:00,2
WARN,GC overhead limit warning: pause=346ms heap=<num>%,2026-06-01 14:18:28.711000+00:00,2026-06-01 23:00:30.679000+00:00,5
WARN,GC overhead limit warning: pause=220ms heap=<num>%,2026-06-01 14:18:36.396000+00:00,2026-06-01 21:17:55.396000+00:00,4
WARN,Slow response detected endpoint=/api/cart latency=2554ms,2026-06-01 14:19:11.137000+00:00,2026-06-01 14:53:12.367000+00:00,2
WARN,GC overhead limit warning: pause=619ms heap=<num>%,2026-06-01 14:19:21.082000+00:00,2026-06-01 22:29:17.326000+00:00,5
WARN,Slow response detected endpoint=/api/cart latency=1687ms,2026-06-01 14:20:10.733000+00:00,2026-06-01 14:20:10.733000+00:00,1
WARN,Slow response detected endpoint=/api/cart latency=2568ms,2026-06-01 14:20:15.140000+00:00,2026-06-01 14:20:15.140000+00:00,1
WARN,Slow response detected endpoint=/api/cart latency=1080ms,2026-06-01 14:20:42.666000+00:00,2026-06-01 18:46:58.081000+00:00,2
WARN,GC overhead limit warning: pause=621ms heap=<num>%,2026-06-01 14:21:06.310000+00:00,2026-06-01 22:51:00.186000+00:00,6
WARN,Slow response detected endpoint=/api/cart latency=1380ms,2026-06-01 14:21:26.975000+00:00,2026-06-01 20:17:25.681000+00:00,2
